n,R,Method,Constraint,abs_risk
800,0.5,"StochOptForest
(apx-soln)",yes,3.054736668362147
800,0.5,"StochOptForest
(apx-soln)",yes,2.4182617658420016
800,0.5,"StochOptForest
(apx-soln)",yes,3.4623339629194994
800,0.5,"StochOptForest
(apx-soln)",yes,3.830438550448146
800,0.5,"StochOptForest
(apx-soln)",yes,3.3517261034010692
800,0.5,"StochOptForest
(apx-soln)",yes,2.309484206569868
800,0.5,"StochOptForest
(apx-soln)",yes,2.0441641754755513
800,0.5,"StochOptForest
(apx-soln)",yes,2.704573864657433
800,0.5,"StochOptForest
(apx-soln)",no,4.666058060981001
800,0.5,"StochOptForest
(apx-soln)",no,5.010793434735747
800,0.5,"StochOptForest
(apx-soln)",no,4.68713479914327
800,0.5,"StochOptForest
(apx-soln)",no,4.873288027043782
800,0.5,"StochOptForest
(apx-soln)",no,4.474034178469769
800,0.5,"StochOptForest
(apx-soln)",no,4.393787734695054
800,0.5,"StochOptForest
(apx-soln)",no,4.722767795584625
800,0.5,"StochOptForest
(apx-soln)",no,4.929545887445161
800,0.5,"StochOptForest
(apx-soln)",no,4.980709547448873
800,0.5,"StochOptForest
(apx-soln)",no,4.875183321426043
800,0.5,"StochOptForest
(apx-soln)",no,5.151225343697707
800,0.5,"StochOptForest
(apx-soln)",no,4.865376524222478
800,0.5,"StochOptForest
(apx-soln)",no,4.82388189088644
800,0.5,"StochOptForest
(apx-soln)",no,4.8181480173299995
800,0.5,"StochOptForest
(apx-soln)",no,5.155885239591225
800,0.5,"StochOptForest
(apx-soln)",no,4.66815476868546
800,0.5,"StochOptForest
(apx-soln)",no,4.665228471220145
800,0.5,"StochOptForest
(apx-soln)",no,4.796498941068747
800,0.5,"StochOptForest
(apx-soln)",no,4.4610509979528095
800,0.5,"StochOptForest
(apx-soln)",no,4.80399289966811
800,0.5,"StochOptForest
(apx-soln)",no,4.882193399447937
800,0.5,"StochOptForest
(apx-soln)",no,4.965700522965957
800,0.5,"StochOptForest
(apx-soln)",no,4.623468766597465
800,0.5,"StochOptForest
(apx-soln)",no,5.1802199079765305
800,0.5,"StochOptForest
(apx-soln)",no,4.461918570257536
800,0.5,"StochOptForest
(apx-soln)",no,5.0207387181542495
800,0.5,"StochOptForest
(apx-soln)",no,4.621868443507464
800,0.5,"StochOptForest
(apx-soln)",no,4.419126222848938
800,0.5,"StochOptForest
(apx-soln)",no,4.930933477941871
800,0.5,"StochOptForest
(apx-soln)",no,5.276039783984882
800,0.5,"StochOptForest
(apx-soln)",no,4.849331427043951
800,0.5,"StochOptForest
(apx-soln)",no,4.951692726775973
800,0.5,"StochOptForest
(apx-soln)",no,4.69321678291821
800,0.5,"StochOptForest
(apx-soln)",no,4.626287255164249
800,0.5,"StochOptForest
(apx-soln)",no,4.747043759536896
800,0.5,"StochOptForest
(apx-soln)",no,4.969445778426576
800,0.5,"StochOptForest
(apx-soln)",no,5.019825495095059
800,0.5,"StochOptForest
(apx-soln)",no,4.7520898523342
800,0.5,"StochOptForest
(apx-soln)",no,4.635946259704083
800,0.5,"StochOptForest
(apx-soln)",no,4.6156646437167845
800,0.5,"StochOptForest
(apx-soln)",no,4.814209991461156
800,0.5,"StochOptForest
(apx-soln)",no,5.037590292034354
800,0.5,"StochOptForest
(apx-soln)",no,4.820546783123696
800,0.5,"StochOptForest
(apx-soln)",no,4.4201144959186
800,0.5,"StochOptForest
(apx-soln)",no,4.427789234048093
800,0.5,"StochOptForest
(apx-soln)",no,4.738059133863595
800,0.5,"StochOptForest
(apx-soln)",no,4.97736122975213
800,0.5,"StochOptForest
(apx-soln)",no,4.884594355879263
800,0.5,"StochOptForest
(apx-soln)",no,4.986434841405773
800,0.5,"StochOptForest
(apx-soln)",no,4.7890104309677195
800,0.5,"StochOptForest
(apx-risk)",yes,2.8625601884403444
800,0.5,"StochOptForest
(apx-risk)",yes,3.389500936779308
800,0.5,"StochOptForest
(apx-risk)",yes,2.912660715487529
800,0.5,"StochOptForest
(apx-risk)",yes,2.365269289982612
800,0.5,"StochOptForest
(apx-risk)",yes,2.4013764863884406
800,0.5,"StochOptForest
(apx-risk)",yes,3.301266852599142
800,0.5,"StochOptForest
(apx-risk)",yes,2.679622465222268
800,0.5,"StochOptForest
(apx-risk)",yes,3.8611855179330052
800,0.5,"StochOptForest
(apx-risk)",yes,3.4858338219063474
800,0.5,"StochOptForest
(apx-risk)",yes,3.237498281996656
800,0.5,"StochOptForest
(apx-risk)",yes,3.744076893443705
800,0.5,"StochOptForest
(apx-risk)",yes,2.653171889810261
800,0.5,"StochOptForest
(apx-risk)",yes,3.157445607263111
800,0.5,"StochOptForest
(apx-risk)",yes,3.003499681257013
800,0.5,"StochOptForest
(apx-risk)",yes,2.575901788821055
800,0.5,"StochOptForest
(apx-risk)",yes,3.36855452862963
800,0.5,"StochOptForest
(apx-risk)",yes,3.5398787291504714
800,0.5,"StochOptForest
(apx-risk)",yes,3.4738415440784682
800,0.5,"StochOptForest
(apx-risk)",yes,2.9214256333275115
800,0.5,"StochOptForest
(apx-risk)",yes,2.876184642546533
800,0.5,"StochOptForest
(apx-risk)",yes,2.3611686353033052
800,0.5,"StochOptForest
(apx-risk)",yes,2.8587563863034076
800,0.5,"StochOptForest
(apx-risk)",yes,4.081744290217138
800,0.5,"StochOptForest
(apx-risk)",yes,3.414905336226309
800,0.5,"StochOptForest
(apx-risk)",yes,2.2539629417961664
800,0.5,"StochOptForest
(apx-risk)",yes,1.872699595106279
800,0.5,"StochOptForest
(apx-risk)",yes,2.317952354789077
800,0.5,"StochOptForest
(apx-risk)",yes,2.701437976623922
800,0.5,"StochOptForest
(apx-risk)",yes,3.1247540274864583
800,0.5,"StochOptForest
(apx-risk)",yes,3.9544001885732087
800,0.5,"StochOptForest
(apx-risk)",yes,2.934328324457241
800,0.5,"StochOptForest
(apx-risk)",yes,2.211589814283508
800,0.5,"StochOptForest
(apx-risk)",yes,2.492213589684352
800,0.5,"StochOptForest
(apx-risk)",yes,2.36048450684518
800,0.5,"StochOptForest
(apx-risk)",yes,3.8756636589471465
800,0.5,"StochOptForest
(apx-risk)",yes,3.138086901190393
800,0.5,"StochOptForest
(apx-risk)",yes,3.7523878929125463
800,0.5,"StochOptForest
(apx-risk)",yes,2.747757527129329
800,0.5,"StochOptForest
(apx-risk)",yes,4.3450328012729145
800,0.5,"StochOptForest
(apx-risk)",yes,3.727224585830251
800,0.5,"StochOptForest
(apx-risk)",yes,4.613359384988154
800,0.5,"StochOptForest
(apx-risk)",yes,2.961707668947885
800,0.5,"StochOptForest
(apx-risk)",yes,3.514026183737652
800,0.5,"StochOptForest
(apx-risk)",yes,3.0399510866860675
800,0.5,"StochOptForest
(apx-risk)",yes,3.8244308712082873
800,0.5,"StochOptForest
(apx-risk)",yes,3.696820426418957
800,0.5,"StochOptForest
(apx-risk)",yes,4.011631372411566
800,0.5,"StochOptForest
(apx-risk)",yes,2.67556988643423
800,0.5,"StochOptForest
(apx-risk)",yes,2.478604776169459
800,0.5,"StochOptForest
(apx-risk)",yes,2.7599296685204684
800,0.5,"StochOptForest
(apx-risk)",no,3.4532507357277216
800,0.5,"StochOptForest
(apx-risk)",no,4.791392985376304
800,0.5,"StochOptForest
(apx-risk)",no,5.072299850555723
800,0.5,"StochOptForest
(apx-risk)",no,3.2348131025064157
800,0.5,"StochOptForest
(apx-risk)",no,3.3189739433978165
800,0.5,"StochOptForest
(apx-risk)",no,6.008527052359208
800,0.5,"StochOptForest
(apx-risk)",no,5.964507480439387
800,0.5,"StochOptForest
(apx-risk)",no,7.078305414484876
800,0.5,"StochOptForest
(apx-risk)",no,4.600244616751822
800,0.5,"StochOptForest
(apx-risk)",no,3.4651574517997896
800,0.5,"StochOptForest
(apx-risk)",no,5.211741726182654
800,0.5,"StochOptForest
(apx-risk)",no,4.415232218697329
800,0.5,"StochOptForest
(apx-risk)",no,5.722890542771955
800,0.5,"StochOptForest
(apx-risk)",no,3.92521902322816
800,0.5,"StochOptForest
(apx-risk)",no,4.119285527328236
800,0.5,"StochOptForest
(apx-risk)",no,4.324976930818004
800,0.5,"StochOptForest
(apx-risk)",no,6.113726569370394
800,0.5,"StochOptForest
(apx-risk)",no,4.503868862237827
800,0.5,"StochOptForest
(apx-risk)",no,6.999090976137828
800,0.5,"StochOptForest
(apx-risk)",no,6.155267652227816
800,0.5,"StochOptForest
(apx-risk)",no,3.33713509797593
800,0.5,"StochOptForest
(apx-risk)",no,4.25140030914601
800,0.5,"StochOptForest
(apx-risk)",no,5.065360936899761
800,0.5,"StochOptForest
(apx-risk)",no,5.618588472530016
800,0.5,"StochOptForest
(apx-risk)",no,3.177142632660397
800,0.5,"StochOptForest
(apx-risk)",no,2.4811395377475636
800,0.5,"StochOptForest
(apx-risk)",no,3.6997025902533074
800,0.5,"StochOptForest
(apx-risk)",no,4.740281994342144
800,0.5,"StochOptForest
(apx-risk)",no,5.052314393916312
800,0.5,"StochOptForest
(apx-risk)",no,5.219676418102102
800,0.5,"StochOptForest
(apx-risk)",no,4.36311187930689
800,0.5,"StochOptForest
(apx-risk)",no,3.5519759380722906
800,0.5,"StochOptForest
(apx-risk)",no,4.576760794033841
800,0.5,"StochOptForest
(apx-risk)",no,2.863434837861625
800,0.5,"StochOptForest
(apx-risk)",no,5.7399841169206125
800,0.5,"StochOptForest
(apx-risk)",no,5.060467436449781
800,0.5,"StochOptForest
(apx-risk)",no,8.156711336702417
800,0.5,"StochOptForest
(apx-risk)",no,3.580445160396062
800,0.5,"StochOptForest
(apx-risk)",no,7.553248041983896
800,0.5,"StochOptForest
(apx-risk)",no,4.927410546816894
800,0.5,"StochOptForest
(apx-risk)",no,11.154910137662455
800,0.5,"StochOptForest
(apx-risk)",no,3.4074707639737154
800,0.5,"StochOptForest
(apx-risk)",no,3.940600311686446
800,0.5,"StochOptForest
(apx-risk)",no,5.30509143824954
800,0.5,"StochOptForest
(apx-risk)",no,5.196760820436015
800,0.5,"StochOptForest
(apx-risk)",no,4.771855866924338
800,0.5,"StochOptForest
(apx-risk)",no,8.865833251894534
800,0.5,"StochOptForest
(apx-risk)",no,6.087336995147471
800,0.5,"StochOptForest
(apx-risk)",no,3.822166011038194
800,0.5,"StochOptForest
(apx-risk)",no,3.273832943130499
800,0.5,RandSplitForest,no,4.653881517213227
800,0.5,RandSplitForest,no,5.170043175396266
800,0.5,RandSplitForest,no,4.815622677422266
800,0.5,RandSplitForest,no,4.583954210200291
800,0.5,RandSplitForest,no,4.337876048250614
800,0.5,RandSplitForest,no,4.825167035606641
800,0.5,RandSplitForest,no,4.661578658885008
800,0.5,RandSplitForest,no,5.26647683076711
800,0.5,RandSplitForest,no,5.3636463537900765
800,0.5,RandSplitForest,no,4.8384624573377675
800,0.5,RandSplitForest,no,5.490327783372415
800,0.5,RandSplitForest,no,5.025957678429933
800,0.5,RandSplitForest,no,5.431508567094343
800,0.5,RandSplitForest,no,4.90995714263183
800,0.5,RandSplitForest,no,5.391492648563384
800,0.5,RandSplitForest,no,4.982483847458996
800,0.5,RandSplitForest,no,4.86420753347628
800,0.5,RandSplitForest,no,5.112054738120203
800,0.5,RandSplitForest,no,4.881957808785278
800,0.5,RandSplitForest,no,4.757840182970941
800,0.5,RandSplitForest,no,4.7425026943031385
800,0.5,RandSplitForest,no,5.078409037943764
800,0.5,RandSplitForest,no,4.972803654398677
800,0.5,RandSplitForest,no,5.351973906629191
800,0.5,RandSplitForest,no,4.273107330896732
800,0.5,RandSplitForest,no,4.692964801613309
800,0.5,RandSplitForest,no,4.585236627580352
800,0.5,RandSplitForest,no,4.4040717546039785
800,0.5,RandSplitForest,no,5.175678423914563
800,0.5,RandSplitForest,no,5.673383011449081
800,0.5,RandSplitForest,no,4.910429223000157
800,0.5,RandSplitForest,no,4.546055158289871
800,0.5,RandSplitForest,no,4.802528558982909
800,0.5,RandSplitForest,no,4.427233195431486
800,0.5,RandSplitForest,no,4.904145112483262
800,0.5,RandSplitForest,no,5.047120611232802
800,0.5,RandSplitForest,no,5.422162678424769
800,0.5,RandSplitForest,no,4.709873400828959
800,0.5,RandSplitForest,no,5.168741019967211
800,0.5,RandSplitForest,no,4.896749611735058
800,0.5,RandSplitForest,no,5.328573742532971
800,0.5,RandSplitForest,no,4.791694834235464
800,0.5,RandSplitForest,no,4.976005552861719
800,0.5,RandSplitForest,no,4.674719492391938
800,0.5,RandSplitForest,no,4.635992937838183
800,0.5,RandSplitForest,no,4.984939683180531
800,0.5,RandSplitForest,no,5.61797622793017
800,0.5,RandSplitForest,no,4.802523288594873
800,0.5,RandSplitForest,no,4.765050863648127
800,0.5,RandSplitForest,no,4.536249759827046
800,0.5,RandForest,no,6.9430589493530785
800,0.5,RandForest,no,10.290590036273024
800,0.5,RandForest,no,6.6723301883829915
800,0.5,RandForest,no,5.412111860662894
800,0.5,RandForest,no,5.848600596783323
800,0.5,RandForest,no,10.394813238030624
800,0.5,RandForest,no,6.594513304877522
800,0.5,RandForest,no,15.830530553674494
800,0.5,RandForest,no,6.789756550222737
800,0.5,RandForest,no,5.877875366976897
800,0.5,RandForest,no,9.341359456838951
800,0.5,RandForest,no,11.029185513092571
800,0.5,RandForest,no,9.753054078699227
800,0.5,RandForest,no,6.9052861112849
800,0.5,RandForest,no,9.238235774876554
800,0.5,RandForest,no,10.940629642164998
800,0.5,RandForest,no,9.50286424178121
800,0.5,RandForest,no,7.245131428850742
800,0.5,RandForest,no,8.994645408911854
800,0.5,RandForest,no,6.265314215401337
800,0.5,RandForest,no,6.43278943855727
800,0.5,RandForest,no,8.406142482910445
800,0.5,RandForest,no,8.788236815322886
800,0.5,RandForest,no,9.240654081355178
800,0.5,RandForest,no,5.328191300074448
800,0.5,RandForest,no,5.797536027950046
800,0.5,RandForest,no,5.938744781123324
800,0.5,RandForest,no,7.747686417942211
800,0.5,RandForest,no,21.11150551321427
800,0.5,RandForest,no,9.80011839705725
800,0.5,RandForest,no,9.317597855322653
800,0.5,RandForest,no,7.954387034308862
800,0.5,RandForest,no,7.4042405554257495
800,0.5,RandForest,no,5.195524863682721
800,0.5,RandForest,no,10.967873536473244
800,0.5,RandForest,no,11.794859465411863
800,0.5,RandForest,no,11.67701848715396
800,0.5,RandForest,no,5.967659687971664
800,0.5,RandForest,no,14.486396622611242
800,0.5,RandForest,no,8.026017634808165
800,0.5,RandForest,no,7.747273150100258
800,0.5,RandForest,no,7.175578549462682
800,0.5,RandForest,no,6.536825425173214
800,0.5,RandForest,no,14.828172914995884
800,0.5,RandForest,no,8.246411222631274
800,0.5,RandForest,no,6.814466577579393
800,0.5,RandForest,no,12.485318528726788
800,0.5,RandForest,no,7.536532664366053
800,0.5,RandForest,no,5.949770407328908
800,0.5,RandForest,no,7.195717084728792
